ClaySulfateMica_mean,ClaySulfateMica_p90,FerricIron1_mean,FerricIron1_p90,FerricIron2_mean,FerricIron2_p90,FerrousIron_mean,FerrousIron_p90,GreenNIRNorm_mean,GreenNIRNorm_p90,GreenNIR_mean,GreenNIR_p90,IronSulfate_mean,IronSulfate_p90,Iron_mgL_any,NDVI_stress_mean,NDVI_stress_p90,SpecificConductance,Sulfate_mgL,lat,lon,n_px,pH,pid,radius,region,season,sensor,tier
-0.5559641567894937,-0.367927747939474,1.9148237313134908,2.121025791659453,3.0852976791824616,3.6850203339122682,0.9924850428514489,1.0266906453220712,-0.4354778759740475,-0.35454268341595674,0.3955714794991882,0.47604688795042827,-0.6054226869168614,-0.36161222901044365,0.035,0.3618930745879986,0.43606772829824986,295.0,29.4,40.46166667,-81.1255556,7,7.95,USGS-03119341,30,huff_run_oh,leafoff,L8,cmd
-2.1036488850605553,-1.3708567643310485,2.101880964806527,2.3668578137473038,2.336106488965206,2.8099207595954994,0.8238844312566864,0.911237307547864,-0.5732071923071139,-0.5070786927501105,0.272963991028312,0.32673204157282587,-1.7491257167622751,-0.877248069176906,0.0722,0.554410384460738,0.7104033033364329,232.5,24.7,40.5133333,-81.1127778,10,8.05,USGS-03119971,30,huff_run_oh,leafoff,L8,cmd
-1.4186352984867907,-1.0526413583997831,1.7934578042235727,1.9165107874971752,2.4958082228589995,2.75209466250009,0.9764085582307227,1.0366709774934824,-0.5850572998242894,-0.5201517021340638,0.26181202893433353,0.31524148851939826,-1.6741654814494562,-1.27131276024053,0.04235,0.521913824500773,0.6276080093927171,179.0,18.950000000000003,40.52888889,-81.1369444,10,7.35,USGS-03119979,30,huff_run_oh,leafoff,L8,cmd
-2.4751640560541666,-2.031231751690716,1.8933160396058395,1.9903688416150709,1.805736768457881,1.9086663935323918,0.7625602635861489,0.7950209114718527,-0.6295156736600622,-0.5934912017698344,0.2275011574746022,0.25487653419053174,-2.923432219684413,-2.513798013354682,0.0073,0.6101947771743857,0.6424508498295827,191.5,19.65,40.47034258,-81.196493,10,7.45,USGS-03120500,30,huff_run_oh,leafoff,L8,cmd
-0.7670125219117142,-0.5680321956525554,1.8059848839349133,1.9215615808616318,2.967394112161609,3.043296663158474,1.0418493804842288,1.063650038059335,-0.4650388370502591,-0.39944199518667595,0.3659768780649733,0.4285612867893147,-0.8996211061855137,-0.6948261309406156,0.07815,0.4039646241448602,0.43402933956180334,341.0,26.5,40.5536111,-81.1847222,10,7.95,USGS-03120820,30,huff_run_oh,leafoff,L8,cmd
-0.7587922893709834,-0.6564787068868096,1.8638388557137342,1.934531088326591,3.0030612825863003,3.181033527077651,1.0503218952301407,1.0984616635994835,-0.5066775013302867,-0.4777866956234362,0.32773636189092176,0.35294305515633484,-1.0727953171679623,-0.9904337932484888,0.17049999999999998,0.4244382764311197,0.4827247207646845,220.0,19.4,40.57805556,-81.1927778,8,7.800000000000001,USGS-03120869,30,huff_run_oh,leafoff,L8,cmd
-0.5967320075795823,-0.3368256794036051,1.89824901196161,2.0053009575923393,2.9776287410041644,3.1120130890604667,0.939182387628379,0.9482336348677974,-0.43130736050412943,-0.38737049240948496,0.3989716320100963,0.4413015960636142,-0.6766978295088846,-0.41423295054176523,0.05085,0.33057206491482966,0.3866057582091564,353.5,32.8,40.56805556,-81.2572222,10,7.95,USGS-03120961,30,huff_run_oh,leafoff,L8,cmd
-1.08565394594014,-0.8909066111169877,1.8100453057017707,1.8810100665340992,2.6849101401151807,2.9206952261953387,1.0024530348502725,1.0353573267875458,-0.5248650876928096,-0.48948536883733884,0.311986232407775,0.3422790220847596,-1.3799648794319967,-1.1926967362406642,0.0252,0.46787870041945384,0.5161191571014236,233.5,19.35,40.52534188,-81.2881642,10,7.699999999999999,USGS-03121500,30,huff_run_oh,leafoff,L8,cmd
-0.9012051899707839,-0.5183071700095696,1.6236740935051823,1.7958162810134772,2.665208713842869,3.009172918826639,1.0859150084252718,1.239868357422984,-0.5115966101413528,-0.4212531788051862,0.3245469052920027,0.4068786730636136,-1.1676991838808002,-0.790839776858612,0.0693,0.4447194385332416,0.49255412851553715,192.0,19.45,40.51444444,-81.1086111,7,7.6,USGS-403052081063100,30,huff_run_oh,leafoff,L8,cmd
-2.0880415565105443,-0.9527382194982822,1.7937478308206063,1.9182970483575945,1.8783673123165452,2.3683547243566068,0.7627065938559675,0.855098427758463,-0.5799224091449221,-0.4886282993563071,0.27271011252192495,0.34329304653838716,-2.31761529900881,-1.0453354806838755,0.018099999999999998,0.5670053683169631,0.726793955751492,223.5,20.6,40.5386111,-81.2652778,10,8.55,USGS-403219081155500,30,huff_run_oh,leafoff,L8,cmd
-0.7756922289035723,-0.598504524162004,1.7707759546788742,1.8607410227128536,2.8495931879768395,3.03409696707677,1.077772352786305,1.0977519814502381,-0.47402909206960897,-0.4388708909557483,0.35740114439216153,0.3895302403252741,-1.1128170969753266,-0.8400035566389896,0.17099999999999999,0.4047137480693583,0.4956598406683949,207.5,20.65,40.57805556,-81.2147222,6,7.85,USGS-403441081125300,30,huff_run_oh,leafoff,L8,cmd
-1.0835677183339372,-0.9264989625417734,1.866751962990703,1.9818452661708228,2.217553194346821,2.3372271612107802,0.8987754366229395,0.9365970354618799,-0.4103420364647271,-0.37409539349438753,0.43644857559143724,0.4548631717771181,-0.9876817267541592,-0.6978140899097176,0.677,0.4402620261559159,0.5736919921146572,196.9,17.25,40.4689,-81.1944,6,7.4350000000000005,21OHIO_WQX-201923,30,huff_run_oh,leafoff,L8,cmd
,,,,,,,,,,,,,,0.22899999999999998,,,231.14999999999998,18.3,40.5272,-81.2817,0,7.86,21OHIO_WQX-201925,30,huff_run_oh,leafoff,L8,cmd
,,,,,,,,,,,,,,0.224,,,231.85,18.05,40.5378,-81.2639,0,7.76,21OHIO_WQX-201926,30,huff_run_oh,leafoff,L8,cmd
-0.8715606505776289,-0.7598999099749972,1.6494320288681565,1.725885324054701,2.6283205958473728,2.7474019302111294,1.12677477644418,1.1675244089249395,-0.480589644596097,-0.46229112487248386,0.350566449941884,0.36717936629540143,-1.1975292772399977,-1.0707144237430983,1.03,0.4308257867313863,0.45914710914549495,1251.0,503.0,40.60506,-81.28986,10,7.48,21OHIO_WQX-300599,30,huff_run_oh,leafoff,L8,cmd
-1.2653418226828999,-0.8171929359794352,2.1018714679806396,2.34155911202891,2.714905012318882,3.0670160685964976,0.8281520753651789,0.9261612846986691,-0.5968926633164182,-0.5500020725076212,0.25280867572642557,0.29006995318629714,-1.3033231134512582,-0.9119880847120206,0.637,0.5436727236365536,0.6294948567121821,325.0,21.1,40.61981,-81.2529,10,7.8,21OHIO_WQX-300601,30,huff_run_oh,leafoff,L8,cmd
